date,price,fast_ma,slow_ma,signal,asset_return,position,gross_strategy_return,trade_flag,transaction_cost,net_strategy_return,equity_asset,equity_strategy_gross,equity_strategy_net
2025-11-28,91279.06057176425,93908.94227038989,103495.47847439913,0,0.008895724458933607,0.0,0.0,0,0.0,0.0,0.9684127531725929,1.1521607116951065,1.1453352237002261
2025-11-29,90950.37695910994,93341.9542610178,102880.52540022567,0,-0.0036008654185906153,0.0,-0.0,0,0.0,-0.0,0.9649256291787716,1.1521607116951065,1.1453352237002261
2025-11-30,90841.45258193676,92648.5429592865,102433.31963903662,0,-0.0011976242519825542,0.0,-0.0,0,0.0,-0.0,0.9637700108439076,1.1521607116951065,1.1453352237002261
2025-12-01,90406.28448571144,91873.4035474112,102024.38299597407,0,-0.00479041322938778,0.0,-0.0,0,0.0,-0.0,0.9591531542338737,1.1521607116951065,1.1453352237002261
2025-12-02,86281.49519776918,91039.43952504938,101446.22147065494,0,-0.04562502829760884,0.0,-0.0,0,0.0,-0.0,0.9153917644302124,1.1521607116951065,1.1453352237002261
2025-12-03,91344.73275150164,90530.59073289768,100968.67046526168,0,0.05868277481894357,0.0,0.0,0,0.0,0.0,0.969109493213386,1.1521607116951065,1.1453352237002261
2025-12-04,93619.43750817105,90225.03993852521,100577.9278266597,0,0.024902418433448315,0.0,0.0,0,0.0,0.0,0.9932426633212128,1.1521607116951065,1.1453352237002261
2025-12-05,92140.70419795792,90109.25546430543,100206.56851844297,0,-0.015795152690209924,0.0,-0.0,0,0.0,-0.0,0.9775542437956235,1.1521607116951065,1.1453352237002261
2025-12-06,89307.09154512963,89799.19453161731,99831.17577693895,0,-0.03075310393483066,0.0,-0.0,0,0.0,-0.0,0.9474914165342418,1.1521607116951065,1.1453352237002261
2025-12-07,89244.7620814118,89540.86616209641,99487.19877957026,0,-0.00069792289323789,0.0,-0.0,0,0.0,-0.0,0.9468301405834962,1.1521607116951065,1.1453352237002261
2025-12-08,90162.90714007126,89447.1752438716,99147.33685484214,0,0.010287943373325392,0.0,0.0,0,0.0,0.0,0.956571075453977,1.1521607116951065,1.1453352237002261
2025-12-09,90618.0535204608,89337.08995914421,98787.27522810278,0,0.005048044643042093,0.0,0.0,0,0.0,0.0,0.9613998889471115,1.1521607116951065,1.1453352237002261
2025-12-10,92723.21372069632,89405.08672583234,98429.56807265138,0,0.02323113461888915,0.0,0.0,0,0.0,0.0,0.9837342991898269,1.1521607116951065,1.1453352237002261
2025-12-11,92005.13714957412,89672.84495435192,98099.94876309954,0,-0.007744302017887561,0.0,-0.0,0,0.0,-0.0,0.976115963671546,1.1521607116951065,1.1453352237002261
2025-12-12,92494.17691640416,90044.96370369713,97797.4637679968,0,0.005315352837689913,0.0,0.0,0,0.0,0.0,0.981304364428962,1.1521607116951065,1.1453352237002261
2025-12-13,90307.26028567804,90326.19550340716,97402.63860825203,0,-0.02364383038623763,0.0,-0.0,0,0.0,-0.0,0.9581025704791288,1.1521607116951065,1.1453352237002261
2025-12-14,90257.4292885891,90499.87458441683,96987.83110659789,0,-0.0005517939192408727,0.0,-0.0,0,0.0,-0.0,0.9575738953067294,1.1521607116951065,1.1453352237002261
2025-12-15,88230.77409367911,90499.94541874088,96520.04040100877,0,-0.022454164835893686,0.0,-0.0,0,0.0,-0.0,0.9360723732189633,1.1521607116951065,1.1453352237002261
2025-12-16,86413.9190195637,90455.12478974386,95958.79853589831,0,-0.020592079042470512,0.0,-0.0,0,0.0,-0.0,0.9167966969201654,1.1521607116951065,1.1453352237002261
2025-12-17,87821.88919109134,90322.50791031358,95431.5804311588,0,0.016293326208349335,0.0,0.0,0,0.0,0.0,0.9317343645698228,1.1521607116951065,1.1453352237002261
2025-12-18,86064.94716216,90061.80223983337,94893.87240175011,0,-0.020005741679143596,0.0,-0.0,0,0.0,-0.0,0.9130943275586579,1.1521607116951065,1.1453352237002261
2025-12-19,85450.3312009302,89786.79995192439,94401.94564060126,0,-0.007141304113877589,0.0,-0.0,0,0.0,-0.0,0.906573643280905,1.1521607116951065,1.1453352237002261
2025-12-20,88103.86075721023,89649.92036068806,93999.20755000031,0,0.03105347304085293,0.0,0.0,0,0.0,0.0,0.9347259034720764,1.1521607116951065,1.1453352237002261
2025-12-21,88347.94310567998,89547.00329168649,93574.68830098808,0,0.002770393333186183,0.0,0.0,0,0.0,0.0,0.9373154618834119,1.1521607116951065,1.1453352237002261
2025-12-22,88577.42038358838,89661.79955097745,93145.95399730465,0,0.0025974263784942497,0.0,0.0,0,0.0,0.0,0.9397500697890784,1.1521607116951065,1.1453352237002261
2025-12-23,88491.12020788102,89519.1189237964,92702.77221581594,0,-0.0009742909122171239,0.0,-0.0,0,0.0,-0.0,0.9388344798363275,1.1521607116951065,1.1453352237002261
2025-12-24,87406.43636737975,89208.46886675684,92320.47920839842,0,-0.012257544462689118,0.0,-0.0,0,0.0,-0.0,0.9273266744566281,1.1521607116951065,1.1453352237002261
2025-12-25,87642.60888119951,88983.56410091891,92040.62590556793,0,0.0027020036925782254,0.0,0.0,0,0.0,0.0,0.9298323145552362,1.1521607116951065,1.1453352237002261
