date,bitcoin,ethereum
2025-03-13,0.013105669673419973,-0.005545583525722209
2025-03-14,-0.033204629042709044,-0.025049105147106454
2025-03-15,0.03542352137586624,0.025698659983788064
2025-03-16,0.00500146680380098,0.015240452128442383
2025-03-17,-0.02110484284098013,-0.026818088987900612
2025-03-18,0.017730748634636084,0.021940776107384874
2025-03-19,-0.015406832915503599,0.0018728381253430015
2025-03-20,0.0487486001646702,0.06619020750056648
2025-03-21,-0.0293104253455182,-0.03877115137927811
2025-03-22,-0.0031008431945065418,-0.008230076560816313
2025-03-23,-0.0025738076190472414,0.0076433280037868645
2025-03-24,0.023801430469765128,0.010862141620890275
2025-03-25,0.017951528988820797,0.03832608721916109
2025-03-26,0.0022083961106582617,-0.004399440617589456
2025-03-27,-0.0063953911315695056,-0.02838390030857363
2025-03-28,0.0030636316712566725,-0.0032738808091657967
2025-03-29,-0.03287736017998477,-0.05310531734824542
2025-03-30,-0.01991829273037571,-0.03565934936881565
2025-03-31,-0.0039041445631627925,-0.013085320415061608
2025-04-01,0.001915000878034645,0.010451926505239628
2025-04-02,0.03300640933811416,0.045477300174222135
2025-04-03,-0.03180715842401194,-0.058414020814916534
2025-04-04,0.0077255914482110555,0.012542069194536598
2025-04-05,0.008273053038823308,-0.0020918864878964882
2025-04-06,-0.00305445462054843,-0.002504820240870509
2025-04-07,-0.06440989155693222,-0.13000663476244445
2025-04-08,0.012374253002926494,-0.011889982331533155
2025-04-09,-0.03599680964085705,-0.05434050640417132
2025-04-10,0.08244667805893258,0.12992888211166798
2025-04-11,-0.03662228869242723,-0.08336948670722155
2025-04-12,0.04828023526703795,0.029005994887314035
2025-04-13,0.02236127781260877,0.04956910422712735
2025-04-14,-0.01997860898873105,-0.030646439218754762
2025-04-15,0.011036164356275968,0.016372118087241372
2025-04-16,-0.010257034909942009,-0.020795604635215792
2025-04-17,0.005370616430659725,-0.006370280356755242
2025-04-18,0.009810611827305804,0.0036566337971957186
2025-04-19,-0.005853680505621295,0.0035839946517144394
2025-04-20,0.008206579353063681,0.01629714480944333
2025-04-21,-0.000628439937643166,-0.018321553451012162
2025-04-22,0.02796277215686449,-0.005054347396976744
2025-04-23,0.07002830815051597,0.1155410934402672
2025-04-24,0.0003129688282810239,0.019471082441651077
2025-04-25,0.002856264387879559,-0.013699973138980859
2025-04-26,0.009590612417023747,0.010967419371306741
2025-04-27,-0.0013616270744123415,0.018152606734064936
2025-04-28,-0.008819660687918618,-0.015142012643862612
2025-04-29,0.013018625474253698,0.0032391686666664032
2025-04-30,-0.008147343476467617,-0.0014058716996760978
2025-05-01,-0.00021861816875057283,-0.0016263496263845267
2025-05-02,0.023252235327595905,0.024974108412452622
2025-05-03,0.004445053306148639,0.0013993834119268023
2025-05-04,-0.009629799590416765,-0.003761037900705144
2025-05-05,-0.016640952934134923,-0.01436129221875393
2025-05-06,0.004581985690131907,0.006552734072905686
2025-05-07,0.022116233565811383,-0.0021075583011204158
2025-05-08,0.0017754644824494736,-0.003222039599899418
2025-05-09,0.06235185412164812,0.21390965119707794
2025-05-10,-0.0011034071380033872,0.06545746001411668
2025-05-11,0.016203357406391783,0.1034740403930452
2025-05-12,-0.006086326397470643,-0.02949804491545871
2025-05-13,-0.010743221014506421,-0.00599924378648109
2025-05-14,0.01271092780228944,0.0739090120013175
2025-05-15,-0.005663651466510822,-0.027243520685371947
2025-05-16,0.0011045537682159434,-0.023589879610722342
2025-05-17,-0.0014735138071796383,0.0008222271078601739
2025-05-18,-0.00331868732874141,-0.027249252305539984
2025-05-19,0.027305573791290394,-0.003924522944547704
2025-05-20,-0.003784018351072893,0.02500613855736411
2025-05-21,0.010956267675634068,-0.0010745198672563738
2025-05-22,0.026961627429285207,0.013736974015593484
2025-05-23,0.017275140665404587,0.038381836840831296
2025-05-24,-0.0389357697362529,-0.05169175016896532
2025-05-25,0.005733205324353063,0.003821383607283124
2025-05-26,0.009556093866045945,0.006790875388675843
2025-05-27,0.004739079328180074,0.006107236883254874
2025-05-28,-0.00282743320466905,0.038998588685420055
2025-05-29,-0.011279820696354248,0.005324137811819174
2025-05-30,-0.019406555486743637,-0.01611505850326722
2025-05-31,-0.016402574190579222,-0.04126746183953167
2025-06-01,0.006504969572125763,0.003124034362170569
2025-06-02,0.00976714924241917,0.0023564053153362075
2025-06-03,0.0016529815927304181,0.02813156440603448
2025-06-04,-0.004252408511070782,-0.005467330832438111
2025-06-05,-0.005895218031779392,0.005730845973636711
2025-06-06,-0.030169749282839997,-0.07230546803203086
2025-06-07,0.0271420646701952,0.02469559491552209
2025-06-08,0.012179944291476064,0.018089763906310452
2025-06-09,0.00010212570269452215,-0.0069302647254069205
2025-06-10,0.04323238046873712,0.070239627156502
2025-06-11,-0.00044296790111297835,0.04599739842166928
2025-06-12,-0.013907253675847775,-0.011524294021406867
2025-06-13,-0.02485045695612742,-0.044298323405073115
2025-06-14,0.0006259281657734483,-0.02868669078326269
2025-06-15,-0.00530581637282912,-0.016677371818906828
2025-06-16,0.0006786664964375522,0.005436070575271845
2025-06-17,0.013232768561933117,0.005292408400150661
2025-06-18,-0.021204490390798636,-0.018093391255183944
2025-06-19,0.0003751334523636185,0.0025235611857870044
2025-06-20,-0.00030599888887106186,0.00033544431683596443
2025-06-21,-0.013377936611296048,-0.04618377496573289
2025-06-22,-0.017015538492878735,-0.05616398328568506
2025-06-23,-0.006697217937676414,-0.019005378133615802
2025-06-24,0.046196553529760154,0.08820525446309513
2025-06-25,0.0044018364941795785,0.009340179297428142
2025-06-26,0.011912700295830136,-0.011981216078894796
2025-06-27,-0.002373381202983915,-0.0009080325703308967
2025-06-28,0.0008870771102420516,0.0033119334419171587
2025-06-29,0.002359660412734055,0.005820278915691368
2025-06-30,0.009922809056944759,0.026889903131916304
2025-07-01,-0.011659194254814764,-0.005784424717256043
2025-07-02,-0.01418239211570127,-0.033392223386246256
2025-07-03,0.03040376029844971,0.0702518975997013
2025-07-04,0.007146929285528181,0.00624090538864297
2025-07-05,-0.014245269074844358,-0.031232338187302755
2025-07-06,0.0016343493351749228,0.003245143719112553
2025-07-07,0.009219668804942183,0.021442543987632456
2025-07-08,-0.0083732024448685,-0.01078281874312459
2025-07-09,0.006024661137622678,0.0283627091171057
2025-07-10,0.021792281843867833,0.05994533722770434
2025-07-11,0.04088943441471793,0.06343069191248163
2025-07-12,0.01459596050592138,0.0035290596066006596
2025-07-13,-0.0012934109416288253,-0.005370272842392554
2025-07-14,0.014466141158864687,0.010636866493811459
2025-07-15,0.006011857730355619,0.012747420071729243
2025-07-16,-0.017987260614893863,0.04013377773043292
